ID,Name,URL,Type,Feature Type,Output Format,Version,Visible
9159,BP_ErhaltungsBereichFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_ErhaltungsBereichFlaeche,XML,1.1.0,Yes
9160,BP_ErneuerbareEnergieFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_ErneuerbareEnergieFlaeche,XML,1.1.0,Yes
9161,BP_Fachgesetz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_Fachgesetz,XML,1.1.0,Yes
9162,BP_FestsetzungNachLandesrecht,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_FestsetzungNachLandesrecht,XML,1.1.0,Yes
9163,BP_FestsetzungenBaugebiet,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_FestsetzungenBaugebiet,XML,1.1.0,Yes
9164,BP_FirstRichtungsLinie,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_FirstRichtungsLinie,XML,1.1.0,Yes
9165,BP_FoerderungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_FoerderungsFlaeche,XML,1.1.0,Yes
9166,BP_FreiFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_FreiFlaeche,XML,1.1.0,Yes
9167,BP_GebaeudeFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_GebaeudeFlaeche,XML,1.1.0,Yes
9168,BP_GemeinbedarfsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_GemeinbedarfsFlaeche,XML,1.1.0,Yes
9169,BP_GemeinschaftsanlagenFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_GemeinschaftsanlagenFlaeche,XML,1.1.0,Yes
9170,BP_GemeinschaftsanlagenZuordnung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_GemeinschaftsanlagenZuordnung,XML,1.1.0,Yes
9171,BP_GenerischesObjekt,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_GenerischesObjekt,XML,1.1.0,Yes
9172,BP_GestaltungBaugebiet,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_GestaltungBaugebiet,XML,1.1.0,Yes
9173,BP_GewaesserFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_GewaesserFlaeche,XML,1.1.0,Yes
9174,BP_Grabungsschutzgebiet,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_Grabungsschutzgebiet,XML,1.1.0,Yes
9175,BP_GruenFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_GruenFlaeche,XML,1.1.0,Yes
9176,BP_HoehenMass,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_HoehenMass,XML,1.1.0,Yes
9177,BP_HoehenPunkt,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_HoehenPunkt,XML,1.1.0,Yes
9178,BP_Immissionsschutz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_Immissionsschutz,XML,1.1.0,Yes
9179,BP_KennzeichnungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_KennzeichnungsFlaeche,XML,1.1.0,Yes
9180,BP_KleintierhaltungFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_KleintierhaltungFlaeche,XML,1.1.0,Yes
9181,BP_Laermschutzbereich,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_Laermschutzbereich,XML,1.1.0,Yes
9182,BP_Landwirtschaft,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_Landwirtschaft,XML,1.1.0,Yes
9183,BP_LandwirtschaftsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_LandwirtschaftsFlaeche,XML,1.1.0,Yes
9184,BP_LandwirtschaftsLinie,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_LandwirtschaftsLinie,XML,1.1.0,Yes
9185,BP_LuftreinhalteFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_LuftreinhalteFlaeche,XML,1.1.0,Yes
9186,BP_LuftverkehrFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_LuftverkehrFlaeche,XML,1.1.0,Yes
9187,BP_NebenanlagenAusschlussFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_NebenanlagenAusschlussFlaeche,XML,1.1.0,Yes
9188,BP_NebenanlagenFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_NebenanlagenFlaeche,XML,1.1.0,Yes
9189,BP_NutzungsartenGrenze,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_NutzungsartenGrenze,XML,1.1.0,Yes
9190,BP_PersGruppenBestimmteFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_PersGruppenBestimmteFlaeche,XML,1.1.0,Yes
9191,BP_Plan,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_Plan,XML,1.1.0,Yes
9192,BP_RasterplanAenderung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_RasterplanAenderung,XML,1.1.0,Yes
9193,BP_RegelungVergnuegungsstaetten,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_RegelungVergnuegungsstaetten,XML,1.1.0,Yes
9194,BP_RekultivierungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_RekultivierungsFlaeche,XML,1.1.0,Yes
9195,BP_SchutzPflegeEntwicklungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_SchutzPflegeEntwicklungsFlaeche,XML,1.1.0,Yes
9196,BP_SchutzPflegeEntwicklungsMassnahme,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_SchutzPflegeEntwicklungsMassnahme,XML,1.1.0,Yes
9197,BP_Schutzgebiet,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_Schutzgebiet,XML,1.1.0,Yes
9198,BP_SpezielleBauweise,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_SpezielleBauweise,XML,1.1.0,Yes
9199,BP_SpielSportanlagenFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_SpielSportanlagenFlaeche,XML,1.1.0,Yes
9200,BP_StrassenVerkehrsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_StrassenVerkehrsFlaeche,XML,1.1.0,Yes
9201,BP_StrassenbegrenzungsLinie,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_StrassenbegrenzungsLinie,XML,1.1.0,Yes
9202,BP_Strassenkoerper,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_Strassenkoerper,XML,1.1.0,Yes
9203,BP_TechnikBestimmteFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_TechnikBestimmteFlaeche,XML,1.1.0,Yes
9204,BP_TextAbschnitt,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_TextAbschnitt,XML,1.1.0,Yes
9205,BP_TextlicheFestsetzungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_TextlicheFestsetzungsFlaeche,XML,1.1.0,Yes
9206,BP_UeberbaubareGrundstuecksFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_UeberbaubareGrundstuecksFlaeche,XML,1.1.0,Yes
9207,BP_UnverbindlicheVormerkung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_UnverbindlicheVormerkung,XML,1.1.0,Yes
9208,BP_VerEntsorgung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_VerEntsorgung,XML,1.1.0,Yes
9209,BP_VerEntsorgungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_VerEntsorgungsFlaeche,XML,1.1.0,Yes
9210,BP_VerEntsorgungsleitungLinie,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_VerEntsorgungsleitungLinie,XML,1.1.0,Yes
9211,BP_Veraenderungssperre,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_Veraenderungssperre,XML,1.1.0,Yes
9212,BP_VerkehrsflaecheBesondererZweckbestimmung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_VerkehrsflaecheBesondererZweckbestimmung,XML,1.1.0,Yes
9213,BP_VorbHochwSchutzFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_VorbHochwSchutzFlaeche,XML,1.1.0,Yes
9214,BP_WaldFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_WaldFlaeche,XML,1.1.0,Yes
9215,BP_WasserrechtlicheFestsetzungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_WasserrechtlicheFestsetzungsFlaeche,XML,1.1.0,Yes
9216,BP_WasserwirtschaftsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_WasserwirtschaftsFlaeche,XML,1.1.0,Yes
9217,BP_Wegerecht,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,BP_Wegerecht,XML,1.1.0,Yes
9218,FP_Abgrabung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Abgrabung,XML,1.1.0,Yes
9219,FP_AbgrabungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_AbgrabungsFlaeche,XML,1.1.0,Yes
9220,FP_AnpassungKlimawandel,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_AnpassungKlimawandel,XML,1.1.0,Yes
9221,FP_Aufschuettung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Aufschuettung,XML,1.1.0,Yes
9222,FP_AufschuettungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_AufschuettungsFlaeche,XML,1.1.0,Yes
9223,FP_AusgleichsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_AusgleichsFlaeche,XML,1.1.0,Yes
9224,FP_Bahnverkehr,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Bahnverkehr,XML,1.1.0,Yes
9225,FP_Bauschutzbereich,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Bauschutzbereich,XML,1.1.0,Yes
9226,FP_BebauungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_BebauungsFlaeche,XML,1.1.0,Yes
9227,FP_Bereich,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Bereich,XML,1.1.0,Yes
9228,FP_Bodenschaetze,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Bodenschaetze,XML,1.1.0,Yes
9229,FP_BodenschaetzeFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_BodenschaetzeFlaeche,XML,1.1.0,Yes
9230,FP_DenkmalschutzEnsemble,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_DenkmalschutzEnsemble,XML,1.1.0,Yes
9231,FP_Erhaltungssatzung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Erhaltungssatzung,XML,1.1.0,Yes
9232,FP_Fachgesetz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Fachgesetz,XML,1.1.0,Yes
9233,FP_Gemeinbedarf,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Gemeinbedarf,XML,1.1.0,Yes
9234,FP_GenerischesObjekt,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_GenerischesObjekt,XML,1.1.0,Yes
9235,FP_Gewaesser,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Gewaesser,XML,1.1.0,Yes
9236,FP_Grabungsschutzgebiet,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Grabungsschutzgebiet,XML,1.1.0,Yes
9237,FP_Gruen,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Gruen,XML,1.1.0,Yes
9238,FP_KeineZentrAbwasserBeseitigungFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_KeineZentrAbwasserBeseitigungFlaeche,XML,1.1.0,Yes
9239,FP_Kennzeichnung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Kennzeichnung,XML,1.1.0,Yes
9240,FP_Laermschutzbereich,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Laermschutzbereich,XML,1.1.0,Yes
9241,FP_LandwirtschaftsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_LandwirtschaftsFlaeche,XML,1.1.0,Yes
9242,FP_Luftverkehr,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Luftverkehr,XML,1.1.0,Yes
9243,FP_NutzungsbeschraenkungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_NutzungsbeschraenkungsFlaeche,XML,1.1.0,Yes
9244,FP_Plan,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Plan,XML,1.1.0,Yes
9245,FP_PrivilegiertesVorhaben,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_PrivilegiertesVorhaben,XML,1.1.0,Yes
9246,FP_PriviligiertesVorhaben,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_PriviligiertesVorhaben,XML,1.1.0,Yes
9247,FP_RasterplanAenderung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_RasterplanAenderung,XML,1.1.0,Yes
9248,FP_SchutzPflegeEntwicklung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_SchutzPflegeEntwicklung,XML,1.1.0,Yes
9249,FP_Schutzgebiet,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Schutzgebiet,XML,1.1.0,Yes
9250,FP_SpielSportanlage,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_SpielSportanlage,XML,1.1.0,Yes
9251,FP_Strassenverkehr,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Strassenverkehr,XML,1.1.0,Yes
9252,FP_TextAbschnitt,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_TextAbschnitt,XML,1.1.0,Yes
9253,FP_TextlicheDarstellungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_TextlicheDarstellungsFlaeche,XML,1.1.0,Yes
9254,FP_UnverbindlicheVormerkung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_UnverbindlicheVormerkung,XML,1.1.0,Yes
9255,FP_VerEntsorgung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_VerEntsorgung,XML,1.1.0,Yes
9256,FP_VorbHochwSchutz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_VorbHochwSchutz,XML,1.1.0,Yes
9257,FP_VorbehalteFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_VorbehalteFlaeche,XML,1.1.0,Yes
9258,FP_WaldFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_WaldFlaeche,XML,1.1.0,Yes
9259,FP_Wasserrecht,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Wasserrecht,XML,1.1.0,Yes
9260,FP_Wasserwirtschaft,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_Wasserwirtschaft,XML,1.1.0,Yes
9261,FP_ZentralerVersorgungsbereich,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,FP_ZentralerVersorgungsbereich,XML,1.1.0,Yes
9262,LP_Abgrenzung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_Abgrenzung,XML,1.1.0,Yes
9263,LP_AllgGruenflaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_AllgGruenflaeche,XML,1.1.0,Yes
9264,LP_AnpflanzungBindungErhaltung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_AnpflanzungBindungErhaltung,XML,1.1.0,Yes
9265,LP_Ausgleich,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_Ausgleich,XML,1.1.0,Yes
9266,LP_Bereich,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_Bereich,XML,1.1.0,Yes
9267,LP_Biotopverbundflaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_Biotopverbundflaeche,XML,1.1.0,Yes
9268,LP_Bodenschutzrecht,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_Bodenschutzrecht,XML,1.1.0,Yes
9269,LP_Denkmalschutzrecht,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_Denkmalschutzrecht,XML,1.1.0,Yes
9270,LP_ErholungFreizeit,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_ErholungFreizeit,XML,1.1.0,Yes
9271,LP_Forstrecht,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_Forstrecht,XML,1.1.0,Yes
9272,LP_GenerischesObjekt,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_GenerischesObjekt,XML,1.1.0,Yes
9273,LP_Landschaftsbild,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_Landschaftsbild,XML,1.1.0,Yes
9274,LP_NRW_Biotopschutz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NRW_Biotopschutz,XML,1.1.0,Yes
9275,LP_NRW_Brachflaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NRW_Brachflaeche,XML,1.1.0,Yes
9276,LP_NRW_ElementeKulturlandschaft,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NRW_ElementeKulturlandschaft,XML,1.1.0,Yes
9277,LP_NRW_ForstlicheFestsetzung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NRW_ForstlicheFestsetzung,XML,1.1.0,Yes
9278,LP_NRW_HerrichtungGrundstueck,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NRW_HerrichtungGrundstueck,XML,1.1.0,Yes
9279,LP_NRW_PflegeAnpflanzung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NRW_PflegeAnpflanzung,XML,1.1.0,Yes
9280,LP_NRW_PflegeLandschaftsbild,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NRW_PflegeLandschaftsbild,XML,1.1.0,Yes
9281,LP_NRW_SchutzobjektLandesrecht,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NRW_SchutzobjektLandesrecht,XML,1.1.0,Yes
9282,LP_NRW_SonstigeMassnahme,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NRW_SonstigeMassnahme,XML,1.1.0,Yes
9283,LP_NRW_StrukturenElementeBesiedelterBereich,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NRW_StrukturenElementeBesiedelterBereich,XML,1.1.0,Yes
9284,LP_NRW_TemporaererLandschaftsschutz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NRW_TemporaererLandschaftsschutz,XML,1.1.0,Yes
9285,LP_NRW_VerpflichtungWRRL,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NRW_VerpflichtungWRRL,XML,1.1.0,Yes
9286,LP_NutzungsAusschluss,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NutzungsAusschluss,XML,1.1.0,Yes
9287,LP_NutzungserfordernisRegelung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_NutzungserfordernisRegelung,XML,1.1.0,Yes
9288,LP_Plan,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_Plan,XML,1.1.0,Yes
9289,LP_PlanerischeVertiefung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_PlanerischeVertiefung,XML,1.1.0,Yes
9290,LP_RasterplanAenderung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_RasterplanAenderung,XML,1.1.0,Yes
9291,LP_SchutzPflegeEntwicklung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_SchutzPflegeEntwicklung,XML,1.1.0,Yes
9292,LP_SchutzobjektBundesrecht,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_SchutzobjektBundesrecht,XML,1.1.0,Yes
9293,LP_SchutzobjektInternatRecht,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_SchutzobjektInternatRecht,XML,1.1.0,Yes
9294,LP_SonstigeAbgrenzuung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_SonstigeAbgrenzuung,XML,1.1.0,Yes
9295,LP_SonstigesRecht,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_SonstigesRecht,XML,1.1.0,Yes
9296,LP_TextAbschnitt,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_TextAbschnitt,XML,1.1.0,Yes
9297,LP_TextlicheFestsetzungsFlaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_TextlicheFestsetzungsFlaeche,XML,1.1.0,Yes
9298,LP_WasserrechtGemeingebrEinschraenkungNaturschutz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_WasserrechtGemeingebrEinschraenkungNaturschutz,XML,1.1.0,Yes
9299,LP_WasserrechtSchutzgebiet,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_WasserrechtSchutzgebiet,XML,1.1.0,Yes
9300,LP_WasserrechtSonstige,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_WasserrechtSonstige,XML,1.1.0,Yes
9301,LP_WasserrechtWirtschaftAbflussHochwSchutz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_WasserrechtWirtschaftAbflussHochwSchutz,XML,1.1.0,Yes
9302,LP_ZuBegruenendeGrundstueckflaeche,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_ZuBegruenendeGrundstueckflaeche,XML,1.1.0,Yes
9303,LP_Zwischennutzung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,LP_Zwischennutzung,XML,1.1.0,Yes
9304,RP_Achse,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Achse,XML,1.1.0,Yes
9305,RP_Bereich,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Bereich,XML,1.1.0,Yes
9306,RP_Bodenschutz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Bodenschutz,XML,1.1.0,Yes
9307,RP_Energieversorgung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Energieversorgung,XML,1.1.0,Yes
9308,RP_Entsorgung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Entsorgung,XML,1.1.0,Yes
9309,RP_Entwicklungsschwerpunkte,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Entwicklungsschwerpunkte,XML,1.1.0,Yes
9310,RP_Forstwirtschaft,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Forstwirtschaft,XML,1.1.0,Yes
9311,RP_FreizeitErholung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_FreizeitErholung,XML,1.1.0,Yes
9312,RP_GemeindeFunktionSiedlungsentwicklung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_GemeindeFunktionSiedlungsentwicklung,XML,1.1.0,Yes
9313,RP_GenerischesObjekt,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_GenerischesObjekt,XML,1.1.0,Yes
9314,RP_Gewaesser,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Gewaesser,XML,1.1.0,Yes
9315,RP_Grenze,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Grenze,XML,1.1.0,Yes
9316,RP_GruenzugGruenzaesur,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_GruenzugGruenzaesur,XML,1.1.0,Yes
9317,RP_Klimaschutz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Klimaschutz,XML,1.1.0,Yes
9318,RP_Kommunikation,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Kommunikation,XML,1.1.0,Yes
9319,RP_KulturellesSachgut,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_KulturellesSachgut,XML,1.1.0,Yes
9320,RP_Laermschutzbereich,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Laermschutzbereich,XML,1.1.0,Yes
9321,RP_Landwirtschaft,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_Landwirtschaft,XML,1.1.0,Yes
9322,RP_NRW_ASB,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_NRW_ASB,XML,1.1.0,Yes
9323,RP_NRW_AufschuettungAblagerung,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_NRW_AufschuettungAblagerung,XML,1.1.0,Yes
9324,RP_NRW_Forstwirtschaft,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_NRW_Forstwirtschaft,XML,1.1.0,Yes
9325,RP_NRW_FreiraumAgrarbereich,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_NRW_FreiraumAgrarbereich,XML,1.1.0,Yes
9326,RP_NRW_GIB,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_NRW_GIB,XML,1.1.0,Yes
9327,RP_NRW_GrundwasserGewaesserschutz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_NRW_GrundwasserGewaesserschutz,XML,1.1.0,Yes
9328,RP_NRW_Laermschutzzone,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_NRW_Laermschutzzone,XML,1.1.0,Yes
9329,RP_NRW_Landschaftsschutz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_NRW_Landschaftsschutz,XML,1.1.0,Yes
9330,RP_NRW_Luftverkehr,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_NRW_Luftverkehr,XML,1.1.0,Yes
9331,RP_NRW_Naturschutz,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_NRW_Naturschutz,XML,1.1.0,Yes
9332,RP_NRW_OberflaechenGewaesser,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_NRW_OberflaechenGewaesser,XML,1.1.0,Yes
9333,RP_NRW_OberflaechennaheBodenschaetze,https://geodienste.hamburg.de/HH_WFS_xplan_synpre,WFS,RP_NRW_OberflaechennaheBodenschaetze,XML,1.1.0,Yes
