ID;Name;URL;Type;Feature Type;Output Format;Version;Visible;description
2896;Camping im LK Rotenburg;https://geodienste.hamburg.de/MRH_WMS_Rotenburg;WMS;;;1.3.0;Yes;Camping im LK Rotenburg, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
2897;Dienststellen im LK Rotenburg;https://geodienste.hamburg.de/MRH_WMS_Rotenburg;WMS;;;1.3.0;Yes;Dienststellen im LK Rotenburg, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
2898;Ladestandorte fuer Elektrofahrzeuge im LK Rotenburg;https://geodienste.hamburg.de/MRH_WMS_Rotenburg;WMS;;;1.3.0;Yes;Ladestandorte fuer Elektrofahrzeuge im LK Rotenburg, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
2899;Landkreisfläche Rotenburg;https://geodienste.hamburg.de/MRH_WMS_Rotenburg;WMS;;;1.3.0;Yes;Landkreisfläche Rotenburg, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
2900;P+R im LK Rotenburg;https://geodienste.hamburg.de/MRH_WMS_Rotenburg;WMS;;;1.3.0;Yes;P+R im LK Rotenburg, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
2903;Windvorrangsfläche im LK Rotenburg;https://geodienste.hamburg.de/MRH_WMS_Rotenburg;WMS;;;1.3.0;Yes;Windvorrangsfläche im LK Rotenburg, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
2906;Camping im LK Stade;https://geodienste.hamburg.de/MRH_WMS_Stade;WMS;;;1.3.0;Yes;Camping im LK Stade, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
2907;Ladestandorte fuer Elektrofahrzeuge im LK Stade;https://geodienste.hamburg.de/MRH_WMS_Stade;WMS;;;1.3.0;Yes;Ladestandorte fuer Elektrofahrzeuge im LK Stade, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
2908;Landkreisflaeche Stade;https://geodienste.hamburg.de/MRH_WMS_Stade;WMS;;;1.3.0;Yes;Landkreisflaeche Stade, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
2910;Windvorrangsflaeche im LK Stade;https://geodienste.hamburg.de/MRH_WMS_Stade;WMS;;;1.3.0;Yes;Windvorrangsflaeche im LK Stade, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
2918;Rad - Bedarfszählstellen;https://geodienste.hamburg.de/HH_WMS_Verkehrszaehlstellen;WMS;;;1.3.0;Yes;Rad - Bedarfszählstellen, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
2919;Rad - Pegel;https://geodienste.hamburg.de/HH_WFS_Verkehrszaehlstellen;WFS;rad_pegel;XML;1.1.0;Yes;Rad - Pegel, bereitgestellt ?ber den WFS-Dienst (Feature-Type: rad_pegel) im XML-Format. Version 1.1.0, ?ffentlich zug?nglich.
2920;Kfz - Bedarfszählstellen;https://geodienste.hamburg.de/HH_WFS_Verkehrszaehlstellen;WFS;kfz_bedarfszaehlstellen;XML;1.1.0;Yes;Kfz - Bedarfszählstellen, bereitgestellt ?ber den WFS-Dienst (Feature-Type: kfz_bedarfszaehlstellen) im XML-Format. Version 1.1.0, ?ffentlich zug?nglich.
2921;geofoxdb_switchh_points;https://geodienste.hamburg.de/wms_hvv;WMS;;;1.3.0;Yes;geofoxdb_switchh_points, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
2922;Flächenhafte Biotope vollständig geschützt;https://geodienste.hamburg.de/HH_WMS_Biotopkataster;WMS;;;1.3.0;Yes;Flächenhafte Biotope vollständig geschützt, dargestellt als WMS-Dienst im nan-Format. Version 1.3.0, ?ffentlich zug?nglich.
